1123	Samuti soovib Laur oma maja asjus jõuda advokaat Karineemega kohtuvälisele kokkuleppele.	Mrs Laur also wishes to reach an external agreement with the lawyer, Mr Karineeas, on her house.	[99, 84, 92]	1	[1.0630801754041426, 0.6681304714467177, 0.87113844457352]	0.8674496971414601	-0.5426032543182373
386	Portugallased asutasid São Tomé ja Príncipe saartele tugipunkti mandriga kauplemiseks.	The Portuguese have established a reference point for the islands of São Tomé and Príncipe to trade with the continent.	[100, 80, 100]	1	[1.0991035183644302, 0.4936093960423005, 1.1249782957469103]	0.9058970700512136	-0.3550015389919281
5577	Viimast arusaama ründavad nii puhta eksklusiivsuse kaitsjad kui ka mitteeksklusiivsuse pooldajad.	This final understanding is being attacked both by defenders of pure exclusivity and by non-exclusivity.	[95, 82, 84]	1	[0.9663283887635413, 0.5808699337445091, 0.6603895448580447]	0.735862622455365	-0.5072110891342163
3080	Leedus teatas korruptsiooniskandaali sattunud Tööpartei valitsuskoalitsioonist lahkumisest.	In Lithuania, the ruling coalition of the party involved in the corruption scandal has announced that it has left the government coalition.	[80, 82, 83]	1	[0.17436773524631535, 0.5538386306067818, 0.6245002025956135]	0.4509021894829035	-0.515669047832489
6129	Terviseameti peadirektor on aruandekohuslane sotsiaalministri ees, kes on valitsuse liige.	The Director-General of the Health Agency is accountable to the Minister for Social Affairs, who is a member of the government.	[92, 84, 100]	1	[0.87113844457352, 0.6681304714467177, 0.6164483819475642]	0.7185724326559341	-0.2356060743331909
4148	Paistab, nagu Kant tahaks öelda, et kui see, mida me teeme, rahuldab meie kalduvusi, siis ei saa meie teol olla moraalset väärtust.	It seems as Kant would like to say, if what we do satisfies our tendencies, then our work cannot have moral value.	[97, 93, 100]	1	[0.9910334894835672, 1.0539163438577714, 1.1249782957469103]	1.056642709696083	-0.3168016970157623
2889	Pidanud nõu, saatis aga meister käsknikke jne vallutama kaht väravat, hommikust kuni ööni.	On the other hand, by helping to finalise the advice, the master sent the orders, etc., to conquer two gates, from morning to night.	[86, 82, 95]	1	[0.5947767169204025, 0.5808699337445091, 0.7358791572087113]	0.6371752692912077	-0.5478687882423401
4780	"Sulev Vahtre hinnangul oli ""esivanemate võitluse meenutamisel suur innustav tähtsus võitlusele saksa okupantide vastu""."	"According to her estimates, ""the fight against German papers was of great importance in recalling the struggle of the ancestors."""	[78, 79, 80]	1	[0.412248360714594, 0.4586486864167604, 0.4936093960423005]	0.4548354810578849	-0.6751009821891785
4778	Loosse on kuhjatud eemaletõukavad ja vastikust tekitavad detailid.	There has been a backlog of horses and disgusting details in the story.	[16, 24, 32]	0	[-1.7371277294119054, -1.3893161887096255, -1.490167384385195]	-1.5388704341689088	-0.7271782755851746
5908	Wellington ja Blücher leppisid kokku, et prantslasi jälitavad esialgu preislased.	Wellington and Blycher agreed that the French would initially be followed by the priests.	[25, 24, 23]	0	[-1.3511032965816678, -1.9496856596195407, -1.2699383524630719]	-1.5235757695547605	-0.2500569522380829
1928	Tšehhi pealinnas Prahas toimus äärmusparempoolse organisatsiooni Noored Rahvusdemokraadid marss, millega tähistati 69 aasta möödumist kristalliööst.	In the Czech capital, Prague, there was a Youth National Democrats march of the extreme right-wing organisation, celebrating 69 years of crystal-gateway.	[100, 86, 71]	1	[1.0463418728498313, 0.680758556193477, 0.12275031254723479]	0.6166169138635144	-0.4422720670700073
2311	Selle puu juur on mõru, selle oksad tapavad, selle vari õhkab viha, selle lehtedes peitub pettus ja selle õitest nõrgub kurjuse õli.	The tree is a murder, its examinations kill, its thief is fuelled by hatred, its papers contain fraud and its findings are weakened by the oil of evil.	[34, 55, 45]	0	[-1.0071872674300482, -0.32348202996362757, -0.620170681070149]	-0.6502799928212749	-0.4984843730926513
2502	El Salvadori kohus andis välja riigi ekspresidendi Francisco Flores Pérezi vahistamismääruse.	The El Salvador court issued an arrest warrant against the President of the country, Francisco Flores Pérez.	[64, 82, 73]	1	[-0.1977368282059271, 0.5808699337445091, -0.0876709283361361]	0.0984873924008153	-0.2714129686355591
6978	Ameerika Ühendriikide Iowa osariigis toimusid presidendivalimiste esimesed eelvalimiskoosolekud.	The first preliminary presidential election meetings took place in the state of Iowa in the United States.	[92, 100, 90]	1	[1.2266480370452366, 1.3522411538815724, 1.07507298639035]	1.217987392439053	-0.2889986932277679
6824	Kogu moraal, metafüüsika ja õigus sõltuvad sellest.	All morals, metaphysics and justice depend on it.	[97, 99, 90]	1	[1.3828654818291002, 1.322790976880102, 1.07507298639035]	1.2602431483665175	-0.3152066171169281
4155	Korea Incheoni sadama lähistel põrkas Hiina kalalaev kokku ankrusse heitnud kaubalaevaga ja uppus.	near the Korean port of Incheon, the Chinese fishing vessel colluded with the cargo ship that dumped and drowned.	[87, 87, 86]	1	[0.6308000598806901, 0.7124885375901508, 0.7431032729058616]	0.6954639567922342	-0.4987042248249054
2525	Valimised võitis opositsiooniline Austraalia Tööpartei.	The elections were won by the opposition Australian Labour Party.	[91, 82, 73]	1	[0.774893431721841, 0.5808699337445091, 0.26826879803671755]	0.5413440545010225	-0.2250836938619613
1896	13. oktoober 2011 Hondurase president Porfirio Lobo Sosa.	Porfirio Lobo Sosa, President of Honduras, on 13 October 2011.	[81, 100, 100]	1	[0.5372396648934048, 1.1249782957469103, 1.32209936924058]	0.9947724432936316	-0.1642834991216659
1977	Wagneri ja Bruckneri näited julgustasid Mahlerit kirjutama tavatult ulatuslikke sümfooniaid, et teosed kajastaksid kogu tunnete maailma.	The examples of Wagner and Bruckner encouraged Mahler to write unusually extensive symphony to reflect the world of sentiment.	[100, 100, 100]	1	[1.0463418728498313, 1.1249782957469103, 1.32209936924058]	1.1644731792791072	-0.2698420286178589
872	Samal päeval tõmmati Vaivara vanalt kalmistult välja ka täiendust saanud 47. rügemendi I. pataljon ning suunati rindele Krivasoosse.	On the same day, 47th embryonic element I. pataljon was also thrown out in an old calibre from the ground and put on the front in crisis.	[84, 80, 82]	1	[0.5227300309998271, 0.4936093960423005, 0.5538386306067818]	0.5233926858829698	-0.670864999294281
1162	Ja nagu kohtuski, on eraelus mõnikord tähtis, et seda, keda süüdistatakse, keegi kaitseks.	And, as was the case, it is sometimes important in private life that what is accused is protected by someone.	[57, 51, 30]	0	[-0.4748113277533642, -0.46847133247114325, -1.0961204020202562]	-0.6798010207482545	-0.4372495114803314
1309	Selles esitatud vaated on kutsunud esile ägedat protesti, sealhulgas tapmisähvardusi.	Its views have provoked fierce protest, including threats of killing.	[99, 100, 97]	1	[1.0630801754041426, 0.8241835542857531, 1.198905646365287]	1.0287231253517275	-0.4193302392959595
5540	Üle 63% referendumil osalenud inimestest hääletas seaduse vastu.	Over 63% of the people who took part in the referendum voted against the law.	[100, 84, 100]	1	[1.1249782957469103, 0.6681304714467177, 0.6164483819475642]	0.8031857163803974	-0.2380248755216598
1353	Kui jakobiitide armee liikus lõunasse Inglismaale, veenis Charles oma vägesid, et abi ja tugevdused Inglise jakobiitidelt on iga kell saabumas.	When the army moved to the south of England, Charles was persuading his troops that aid and strength were coming from the English jab community at every minute.	[66, 84, 62]	1	[0.21562528066459924, 0.6681304714467177, -0.1125022042581439]	0.2570845159510576	-0.6387951374053955
81	Kes seevastu tahab kõike, see ei taha tegelikult midagi ega saavuta midagi.	Whoever, on the other hand, wants everything, does not really want anything and does not achieve anything.	[74, 100, 83]	1	[-0.02804287831293066, 1.0991035183644302, 0.6245002025956135]	0.5651869475490376	-0.4087164998054504
1217	Canberras on oma päevaleht The Canberra Times, mis asutati 1926. aastal.	Canberra is its daily newspaper The Canberra Times, which was founded in 1926.	[85, 84, 85]	1	[0.6490285747968032, 0.6681304714467177, 0.5580489988532433]	0.625069348365588	-0.1693267673254013
3507	Möödunud nädalatel on selle tõelise põhjusena meile selgunud, et ükski riik peale agressori ei olnud sõjaks valmis ...	In the past few weeks, it has become clear to us as the real reason for this that no country, apart from the aggressor, was prepared to war...	[94, 83, 100]	1	[0.882963460602704, 0.6245002025956135, 1.1249782957469103]	0.8774806529817427	-0.3871527910232544
6658	Rukis, puit, lina ja paekivi olid Liivimaa päritolu kaubad.	Ruk, wood, flax and pasta were goods of origin in Libya.	[6, 36, 10]	0	[-1.460292013237219, -0.5325701742125264, -1.0471535545553328]	-1.0133385806683597	-0.4261802732944488
193	Algatajaks oli arvatavasti ordu, kes soovis piiskop Alberti äraolekut kasutades Liivimaal juhtivasse rolli astuda.	It was probably the bedrock who, using the presence of Bishop Alberti, wanted to play a leading role in Libya.	[18, 25, 32]	0	[-1.4768801787803418, -1.9060553907684363, -1.490167384385195]	-1.6243676513113243	-0.4941723942756653
5649	VÕS § 1047 ei reguleeri, kui suur peab olema andmete avaldamisel auditoorium selleks, et tegemist oleks avaliku avaldamisega.	TAKES from paragraph 1047 the audit of the publication of data in order to make it public.	[47, 49, 48]	0	[-0.5104196697665977, -0.5409659837249011, -0.5249807368801277]	-0.525455463457209	-0.5654158592224121
2899	Ehituse maksumuseks kujunes 645 miljonit eurot ja see peaks suutma aastas teenindada 8,5 miljonit reisijat.	The construction cost was €645 million and should be able to handle 8.5 million passengers a year.	[100, 85, 93]	1	[1.32209936924058, 0.711760740297822, 0.9028684259701937]	0.9789095118361986	-0.3147711157798767
5118	7. aprillil 2013 võrdus 1 TTD 0,15577 USA dollariga, 17. detsembril 2015 võrdus 1 TTD 0,15823 USA dollariga.	On 7 April 2013, 1 TTD amounted to USD 0.15577, on 17 December 2015, equivalent to USD 0.15823.	[94, 100, 84]	1	[0.882963460602704, 1.1249782957469103, 0.6603895448580447]	0.8894437670692197	-0.3296969830989837
6995	Kõige lõpuks oli see ka väga kõrge moraaliga korpus ning eeskujulikult varustatud, plusspunkte lisas veel kogenud ohvitserkond ning tasemel komandör.	In the end, it was also a very high-moral corps and an exemplary, plus points, added an experienced officer and a high-level commander.	[44, 20, 50]	0	[-0.27303943287985494, -1.003773006236051, 0.013959715917508699]	-0.4209509077327991	-0.4705855250358581
4350	Hierarhiline ülesehitus laseb mõista eri osutamisviiside vahelisi suhteid.	The very short-term structure allows understanding of the relationship between different types of reference.	[22, 43, 33]	0	[-1.2152410046715822, -0.954227030371969, -0.7373109476819113]	-0.9689263275751544	-0.6558783650398254
2723	Jaanus on mõelnud välja viisi, kuidas oma võlglastelt raha kätte saada.	The distribution has come up with a way of getting the money from our debtors.	[18, 30, 42]	0	[-1.4768801787803418, -1.687904046512915, -1.0765987441461105]	-1.4137943231464558	-0.6080178022384644
1503	Gruusias astus tagasi siseminister Aleksandre Tšikaidze, keda oli süüdistatud ühe lahendamata mõrvajuhtumi süüdlaste varjamises.	In Georgia, the Minister for the Interior, Alexander Chikaidz, resigned, accused of concealing the culprits of an unsolved murder case.	[77, 100, 83]	1	[0.36271858948898755, 1.1249782957469103, 0.6190326808341362]	0.7022431886900113	-0.4246403276920318
5548	Kulude katteks lubati talle tasuda kõik, mis ühe aasta korralisest hinnusest rohkem ära tarvitatakse.	To cover the costs, he was allowed to pay everything that is being abused more than the one-year regular price.	[36, 46, 51]	0	[-1.2063904310939828, -0.6497079606055378, -0.7043869679309344]	-0.8534951198768184	-0.5019513368606567
5873	Ebaõnnestunud Etioopia kampaania tõi Itaaliale rahvusvahelise häbi.	The failed Ethiopian campaign brought Italy international shame.	[100, 100, 84]	1	[1.0991035183644302, 1.32209936924058, 0.6681304714467177]	1.029777786350576	-0.1286763399839401
20	Kujult on territoorium pikaksvenitatud ja kitsas, tugevalt liigestatud rannajoonega, mida iseloomustavad kuulsad fjordid.	One month the territory is long-stretched and narrow, heavily overstretched with a coastline marked by famous phjories.	[36, 36, 35]	0	[-1.426122433406289, -1.2063904310939828, -1.3660967923134697]	-1.3328698856045804	-0.4757050573825836
5593	Olavi Kanerva alias Igor Kuula tegelaskuju oli sarjas aastatel 2009 ja 2012.	The Klavi Chanerva Movement Igor's famous character was in a series of years 2009 and 2012.	[26, 10, 18]	0	[-1.5666238606968599, -2.446018900578199, -2.2114672727261664]	-2.074703344667075	-0.3740156590938568
2610	Tähestikuanaloogial kreeka filosoofias pole mingit pistmist tähestiku kasutamisega esoteerilises teadmises ja maagias.	The historical Greek philosopher has nothing to do with the use of alphabets in esoteric knowledge and land.	[29, 34, 23]	0	[-1.7315343153640192, -1.2784371170145583, -1.318230271796973]	-1.4427339013918503	-0.3738318979740143
735	"Headest müügitulemustest hoolimata tundis Jackson, et albumit ""Off The Wall"" oleks võinud saata palju suurem edu."	Despite the good selling results, Jackson felt that the original Off The Wall could have been a much greater success.	[71, 80, 90]	1	[0.2564751800664351, 0.4936093960423005, 0.548708683221246]	0.4329310864433272	-0.3103935718536377
1369	Muusik ei tahtnud, et tema poeg näeks isa alkohoolikuna.	His son did not want his son to look like a father's alcoholic.	[33, 23, 42]	0	[-1.557013239959602, -1.318230271796973, -1.0765987441461105]	-1.317280751967562	-0.5444892048835754
2206	See võib muidugi olla liialdatud, kuid teineteise huvide jagamises on midagi väga usutavat.	This may be exaggerated, of course, but there is something very credible in the sharing of each other's interests.	[97, 100, 83]	1	[1.1980287771688547, 1.0811424575112913, 0.6245002025956135]	0.96789047909192	-0.2701669633388519
6216	Hoovused ja vees hõljuv muda kulutasid paljusid puidust objekte.	Carers and sludge were spending many of the wooden objects.	[34, 46, 37]	0	[-1.2784371170145583, -0.6497079606055378, -1.2833830642656527]	-1.070509380628583	-0.6900748610496521
2729	Armastuse konstitueerib asjaolu, et armastaja mitte ainult ei näe armastatut niimoodi, vaid on ka oluliselt pühendunud nägema teda niimoodi.	The fact that the loving person not only sees the loved way, but is also substantially committed to seeing him like this, underpins the Constitution of the argument.	[29, 25, 20]	0	[-1.12785038341693, -1.9060553907684363, -2.0716779526032685]	-1.7018612422628785	-0.5408790111541748
5002	Nauru on kõige suurema rasvumusega rahvastikuga riik.	The pound is the country with the most obesity-related population.	[10, 14, 18]	0	[-2.0097280363481826, -1.9989039762203125, -1.618593541477372]	-1.8757418513486224	-0.4520224630832672
5414	Tallinnas Kultuurikatlas anti üle Eesti arhitektuuri aastapreemiad.	In Tallinn, the annual prizes of Estonian architecture were awarded.	[100, 93, 86]	1	[1.3076476232459238, 1.247373368119458, 0.7431032729058616]	1.0993747547570811	-0.4015239775180816
4649	Iraagi pealinnas Bagdadis õhkis ennast parlamendi sööklas enesetaputerrorist.	The atmosphere in Baghdad, the Iraqi capital, was one of self-suicide bombers at Parliament's dinner.	[26, 1, 1]	0	[-1.5666238606968599, -1.655442005902876, -2.016289862523797]	-1.7461185763745108	-0.4763759672641754
6653	Aga sel juhul peab esimese teo pretsedendiks pidamine põhinema segiajamisel.	In this case, however, setting a precedent for the first act must be based on adventures.	[44, 20, 50]	0	[-0.27303943287985494, -1.003773006236051, 0.013959715917508699]	-0.4209509077327991	-0.3446919620037079
1563	Seega ei kohaldu tarbijatöövõtulepingu sätted, kui lepingu esemeks on kinnisasi.	Consequently, the provisions of the consumer labour agreement will not apply if the agreement is obsessed with.	[94, 84, 89]	1	[0.7060727760300748, 0.6681304714467177, 0.511274588423753]	0.6284926119668485	-0.4981948435306549
5018	Ka kohalikke eetikaväiteid võib niimoodi vaadata; preskriptivism vaatabki asjale nii.	This is also how local ethics claims can be viewed; a more press sceptic looks at it.	[37, 33, 29]	0	[-1.1703670881336952, -1.1209231937549637, -1.12785038341693]	-1.139713555101863	-0.5855078101158142
1766	Mäng oli ühtlasi Eesti jalgpallikoondise kauaaegse kapteni Raio Piiroja lahkumismäng.	The game was also an irony game of departure from the Estonian Football Football Conferences (Raio Piiro) for a long time.	[38, 18, 48]	0	[-1.1343437451734075, -1.4768801787803418, -0.8284575600026597]	-1.1465604946521364	-0.4968623518943786
6626	Ette tuleb võtta sõit Tallinna, aga kes tuleb nendega kaasa?	The city of Tallinn must be put in the streets, but who will come along with them?	[23, 1, 31]	0	[-0.9291527009720825, -1.5633263692639867, -0.49006908755709094]	-0.9941827192643868	-0.5357537269592285
6590	Avalike tegude vahele jääv siseelu on kas ebaisikuline mõtlemine, tegude varjud või sisutu unelus.	An internal life between public acts is either an unpersonal way of thinking, an act shadows or a life of no content.	[46, 20, 50]	0	[-0.21055245496630945, -1.003773006236051, 0.013959715917508699]	-0.4001219150949506	-0.5523858070373535
2295	Sellepärast ei saa kõik järelmid olla stipulatsioonid.	Therefore, not all conclusions can be homogenous.	[20, 25, 29]	0	[-1.4134202159869944, -1.9060553907684363, -1.6142379764569204]	-1.6445711944041168	-0.6254506707191467
5280	Suurem osa linnast asub Pahra jõe paremal kaldal, raudteemagistraalist läänes.	The majority of the city is on the right side of the River Pahra, the railway tractor in the West.	[42, 36, 29]	0	[-1.0765987441461105, -1.2063904310939828, -1.2659124962624795]	-1.1829672238341908	-0.3567297458648681
6631	Ülejäänud neli olid kohalikku päritolu meeskonnaliikmed.	The other four were crew members of local origin.	[96, 99, 100]	1	[1.3516219928723274, 1.322790976880102, 1.3403513040085604]	1.33825475792033	-0.1785707473754882
2957	Oletame, et keegi sisemiselt keeb vaenlase peale, kellest ta kardab, et ta on teda kuidagi võitnud.	Let us assume that someone internally is fuelling the enemy from whom he fears that he has somehow won him.	[54, 50, 45]	0	[-0.3346008485000848, -0.8152986694908287, -0.8821803444513935]	-0.6773599541474357	-0.543036699295044
59	Feyerabendi skepsist jagavad uuemad autorid, kellel on sotsioloogiline või postmodernistlik vaatekoht.	According to the Feyerabit scheme, newer authors who have a sociological or post-modern view are shared.	[23, 15, 18]	0	[-1.674693889577723, -1.4140143306622128, -1.4768801787803418]	-1.521862799673426	-0.4192340672016144
3067	Prantsusmaal Pariisi Gare de l'Esti raudteejaamas sõitis hommikuse tipptunni ajal rong vastu perroonipiiret.	In France, at the Paris Gare de l'Est railway station, the train ran counter to perroonium during the peak of the morning.	[76, 69, 61]	1	[0.23454328731752536, 0.1413488724500223, -0.2908183276918498]	0.0283579440252326	-0.3437717854976654
2305	"Nimi arvatakse tulenevat soome sõnast ""harkko"", mis tähendavat kivipanka."	The name is thought to be the result of the sowing word 'harkko', which means a stepping stone bank.	[28, 36, 44]	0	[-1.1595803648136038, -1.426122433406289, -0.9938850160982935]	-1.1931959381060622	-0.3816120624542236
1945	Ta on kolm korda arvatud rock'n'roll'i kuulsuste halli.	He is three times the grey of the famous noises of rock 'n' role.	[17, 24, 24]	0	[-1.8908339473394493, -1.7315051665918992, -1.4471491243968742]	-1.6898294127760742	-0.5375950336456299
2185	551. aasta lõpus saabus Itaaliasse armeenia päritolu Bütsantsi eunuhhist väejuht Narses, kelle käsutuses oli umbes 35 000 sõjaväelast.	At the end of 551, an army leader from the offices of Ecumenical origin, Mr Nargis, arrived in Italy with around 35,000 troops at his disposal.	[81, 76, 71]	1	[0.5372396648934048, 0.36345874222673896, 0.12275031254723479]	0.3411495732224596	-0.5004094243049622
6752	"Donetski oblastis tegutsevaid separatiste nimetab ta ""Donbassi esindajateks"", öeldes, et nad juba ""töötavad"" katastroofipaigas."	He calls the separatists in the Donetski Oblast, 'Donbass representatives', saying that they are already 'working' on a disaster site.	[91, 99, 70]	1	[1.1954045480884639, 1.322790976880102, 0.5445163511539294]	1.0209039587074984	-0.4267368614673614
2434	Helilooja tütrest Anna Mahlerist sai tuntud skulptor, ta suri aastal 1988.	Anna Mahler, a father's daughter, became a well-known sulptor; she died in 1988.	[93, 100, 85]	1	[1.0326013210732208, 0.9996617706525889, 0.5580489988532433]	0.8634373635263509	-0.344950407743454
2393	Presidendiks valiti senine välisminister Lennart Meri, peaministri kohuseid hakkas täitma valimised võitnud valimisliidu Isamaa juht Mart Laar.	The President was elected by former Foreign Minister Lennart Meri, and the Prime Minister's office was held by Mart Laar, the leader of the electoral union that won the elections.	[41, 12, 27]	0	[-1.0262737162925444, -1.6672600671603848, -1.818794853066228]	-1.5041095455063858	-0.4661067426204681
6998	Zimbabwest eraldavad Sambiat Zambezi jõgi ja Kariba järv.	Zimbabwe is isolated from the River Zambezi and the Lake of Kariba.	[41, 51, 70]	1	[-0.36676989975017316, -0.09081751919047204, 0.5445163511539294]	0.0289763107377613	-0.3701826333999634
6186	Kõik varasemad katsed tuli üle korrata, sest üks tegur oli olnud kontrolli alt väljas.	All previous attempts had to be repeated because one factor had been out of control.	[81, 100, 100]	1	[0.5372396648934048, 1.3076476232459238, 1.1249782957469103]	0.9899551946287464	-0.3537452816963196
109	Haitil astus ametisse peaminister Jack Guy Lafontant'i valitsus.	In Haiti, Prime Minister Jack Guy Lafontant's government took office.	[100, 83, 88]	1	[1.1249782957469103, 0.6245002025956135, 0.5145780564976252]	0.7546855182800497	-0.1841432750225067
1452	Rumeenia kutsus Ameerika Ühendriike ja NATOt üles suurendama sõjalist kohalolekut Mustal merel.	Romania called on the United States and NATO to increase their military presence in the Black Sea.	[100, 81, 100]	1	[1.1249782957469103, 0.5372396648934048, 1.0991035183644302]	0.9204404930015818	-0.1816907674074173
6162	Peppi Puolakka ja Marianna Kurki olid tema hea sõbratarid.	Almost Puolacka and Marianna Kurki were his good friend.	[68, 76, 84]	1	[-0.05364345636477628, 0.32953463266677707, 0.6681304714467177]	0.3146738825829061	-0.3993270099163055
3830	Neile aga, kes oma soove reguleerivad ning toimivad nii, nagu mõistus ütleb, on see kasulik.	However, for those who regulate their wishes and do what common sense says, it is beneficial.	[100, 100, 80]	1	[1.0991035183644302, 1.1249782957469103, 0.4936093960423005]	0.9058970700512136	-0.4781358242034912
6486	Haige tuleb kiiresti asetada kiirabiautosse ja viia lähimasse haiglasse.	Immediate cars urgently need to be put in emergency cars and brought to the recent hospital.	[8, 1, 10]	0	[-1.3978050353236735, -1.5633263692639867, -1.0471535545553328]	-1.3360949863809977	-0.4639851152896881
1021	"Näiteks predikaadi ""on inimene"" saab asendada fraasidega ""kõikide inimeste hulk"", ""omadus olla inimene"" või ""inimsus""."	For example, the Predial 'is man' can replace 'all human beings' with phrases, 'ownership is man' or 'humanity'.	[16, 29, 23]	0	[-1.6880982215310614, -1.12785038341693, -1.862379160600371]	-1.5594425885161207	-0.3844626247882843
3864	Eestis oli ametlikul visiidil Moldova terviseminister Ruxanda Glavan, kes kohtus siin oma Eesti kolleegi Jevgeni Ossinovskiga.	In Estonia, the Minister for Health of Moldova Ruxanda Glavan, who met with his Estonian colleague, Yevgeny Ossinov, was on an official visit here.	[81, 51, 66]	1	[0.4146600021189639, -0.4297907926901062, -0.0840340075723075]	-0.0330549327144832	-0.3659018874168396
5474	Seda tingimust täidavad ka väljamõeldud entiteedid ja teisesed intentsioonid, mis aga kumbki ei kuulu kategooriasse.	This condition is also met by intended earners and secondary intents, neither of which fall into the category.	[29, 28, 29]	0	[-1.7315343153640192, -1.3021598218893584, -1.12785038341693]	-1.3871815068901026	-0.5577307939529419
3947	Afganistani pealinnas Kabulis lasti maha Afganistani ülemkohtu sekretariaadi juhataja Atiqullah Raoufi.	Atiqullah Raouf, Chief Secretariat of the Afghan Supreme Court, was shot in Kabul, the capital of Afghanistan.	[79, 100, 90]	1	[0.44997912719119615, 1.32209936924058, 0.8076784817801723]	0.8599189927373162	-0.2155533134937286
375	Alma kohtub üksikemaga, keda ta on toetanud, kuid midagi paistab selles naises väga valesti olevat.	The beginning will meet the single mothers he has supported, but something seems to be very wrong with this woman.	[31, 32, 29]	0	[-1.6442737776618106, -1.490167384385195, -1.12785038341693]	-1.4207638484879783	-0.4994851052761078
2637	Väiksemad järved on Cachimba, Asingo, Gome'i ja Anengue'i järv.	Lakes are lake Caccuriba, Asingo, Gremos and Anegue.	[39, 48, 29]	0	[-1.2952316268529762, -0.8284575600026597, -1.12785038341693]	-1.0838465234241887	-0.6263605952262878
2547	Kas Bartholomäus Hoeneke „Liivimaa noorem riimkroonika“ on Jüriöö ülestõusu ajaloo allikas?	Is the monument of Bartholomus Hoeneke, the younger clothes in the nearest Libyan country, the source of the history of the Jury uprising?	[26, 13, 39]	0	[-2.0757696521422635, -1.635530085763711, -0.9034392399936904]	-1.5382463259665549	-0.6807516813278198
