index	original	translation	scores	mean	z_scores	z_mean	model_scores	normalised_z_mean
12	Kohe pärast seda ehitati Wakefieldi tornist lääne poole Verine torn samal ajal sisehoovi kardinmüüriga.	Immediately afterwards, Verine torn west of the Wakefield pipeline was built at the same time as the wall of the internal season.	[84, 83, 82]	83.0	[0.6681304714467177, 0.5855686120034557, 0.21888885723578283]	0.4908626468953187	-0.3946135640144348	0.7846461884474089
13	Belgias Brüsselis algas õhtul Euroopa Ülemkogu kahepäevane mitteametlik istung, kus Eestit esindas peaminister Taavi Rõivas.	In Brussels, Belgium, the European Council began its two-day informal meeting at which Estonia was represented by Prime Minister Taavi Ralevas.	[100, 82, 90]	90.66666666666667	[1.1249782957469103, 0.5808699337445091, 0.2018533424583735]	0.6359005239832644	-0.3617870211601257	0.8197145208328375
14	Aga inimestel sellist piirangut ei ole, sest Gödel tõestas selle tulemuse.	However, people do not have such a restriction, as Gode has proved that it had a result.	[61, 82, 72]	71.66666666666667	[-0.30580685708679023, 0.5808699337445091, 0.23653881664004375]	0.1705339644325875	-0.6914169788360596	0.7071947465569712
15	Rama oli esimene Albaania riigijuht, kes on Serbiat viimase 68 aasta vältel külastanud.	Rama was the first Albanian Head of State to visit Serbia over the last 68 years.	[83, 91, 100]	91.33333333333333	[0.6245002025956135, 0.8394084631768461, 1.32209936924058]	0.9286693450043464	-0.2407290339469909	0.8905023352561822
16	Asi pole lihtsalt selles, et nii mõeldakse iseendast, mitte maailmast ja teistest inimestest; seda ongi näiteks enesekriitika puhul tarvis.	It is not just that this is meant by itself, not by the world and other people; this is what is needed, for example, in self-criticism.	[94, 81, 88]	87.66666666666667	[0.882963460602704, 0.5372396648934048, 0.7442185189868247]	0.7214738814943112	-0.414010226726532	0.840405081152573
17	Esimest korda rääkis Jackson väärkohtlemisest, mis talle lapsepõlves osaks sai, Oprah Winfrey jutusaates veebruaris 1993.	For the first time, Jackson talked about the mistreatment he received during his childhood, during the Oprah Winfrey talks in February 1993.	[100, 81, 71]	84.0	[1.0152560939928115, 0.5372396648934048, 0.05442657251608684]	0.5356407771341011	-0.2819930911064148	0.7954729764998806
18	Pärast Vabadussõja lõppu ja Tartu rahu allkirjastamist otsustati siiski esitada ametlik liitumistaotlus.	However, after the end of the war on freedom and the signing of the Tartu peace, it was decided to submit a formal application for accession.	[87, 85, 58]	76.66666666666667	[0.9309538321738059, 0.5587533739601147, -0.09007785635906261]	0.4665431165916194	-0.2806686162948608	0.7787660322477253
19	Tahte määrab objektiivselt seadus ja subjektiivselt puhas austus selle praktilise seaduse vastu.	You objectively determine the law and subjectively pure respect for this practical law.	[92, 83, 100]	91.66666666666667	[0.87113844457352, 0.6245002025956135, 0.6164483819475642]	0.7040290097055659	-0.2166375815868377	0.8361871308171722
20	Kujult on territoorium pikaksvenitatud ja kitsas, tugevalt liigestatud rannajoonega, mida iseloomustavad kuulsad fjordid.	One month the territory is long-stretched and narrow, heavily overstretched with a coastline marked by famous phjories.	[36, 36, 35]	35.666666666666664	[-1.426122433406289, -1.2063904310939828, -1.3660967923134697]	-1.3328698856045804	-0.4757050573825836	0.34369062624591734
21	pisiVaraseim teadaolev erakorralist meditsiiniabi kirjeldav tekst	Past-known emergency medical assistance in the past	[29, 18, 40]	29.0	[-1.7315343153640192, -1.4768801787803418, -1.1593124721939274]	-1.4559089887794296	-0.6166637539863586	0.3139413203875288
22	Aino ja Iris on Riiast tagasi ning otsustavad Harry Ahvenaga kohvile minna.	The only one and Iris are back from Riga and decide to go to Harry Ahveni's coffee.	[37, 50, 23]	36.666666666666664	[-1.3824921645551846, -0.7457438319548428, -1.318230271796973]	-1.1488220894356669	-0.286255419254303	0.3881910658582777
23	Saareriigil on olemas ka rahvuslik kriketikoondis, mis osaleb Kariibi regiooni sisestel kriketivõistlustel.	The island states also have a national cricket group, which takes part in intra-Caribbean crisis competitions.	[24, 29, 40]	31.0	[-1.0793723985573591, -1.12785038341693, -1.1593124721939274]	-1.122178418056072	-0.5236800312995911	0.39463317010488913
24	Aga Williamsi järgi pole asi selles, kas konvergents tegelikult aset leiab.	However, according to Willims, it is not about whether convergence actually takes place.	[100, 100, 92]	97.33333333333333	[1.0991035183644302, 0.8241835542857531, 1.0176690182308925]	0.9803186969603588	-0.4609532058238983	0.9029904981985226
25	Filipiinide lõunaosas asuva Jolo saare samanimelise linna toidupoes toimunud plahvatuses sai vigastada üle 20 inimese.	Over 20 people were injured in an explosion in the food shop of the island of Jolo in the south of the Philippines.	[83, 85, 70]	79.33333333333333	[0.7781911377051312, 0.5587533739601147, 0.3684768491764302]	0.5684737869472253	-0.2792225480079651	0.8034115848445306
26	"Kontserdil kanti esmakordselt Eestis ette Arvo Pärdi teos ""Väike litaania""."	For the first time in the concert, the work of Arvo Perdi in Estonia was' Lesser Lithania '.	[30, 16, 1]	15.666666666666666	[-1.1600388359418792, -2.298727810428375, -2.016289862523797]	-1.8250188362980169	-0.6477023959159851	0.22469520703144408
27	Võimu haaras sõjaväehunta eesotsas kindral Mamadu Ture Kurumaga.	The military junta, led by General Mamadu Ture Kurut, seized power.	[100, 93, 86]	93.0	[1.0991035183644302, 0.9028684259701937, 0.7431032729058616]	0.9150250724134952	-0.2686473727226257	0.887203321950277
28	Venemaa Konstitutsioonikohtu esimehena alustas uut ametiaega Valeri Zorkin.	As Chairman of the Constitutional Court in Russia, Valeri Zorkin began a new term of office.	[100, 100, 77]	92.33333333333333	[1.0811424575112913, 1.0991035183644302, 0.6359670940721344]	0.9387376899826188	-0.2587227523326874	0.8929367342928911
29	Ma teen siin kergesti vahet tähendustel, mis võivad olla küsimusel, kas on arukas valelubadust anda, ja küsimusel, kas see on kohusekohane.	I am making an easy distinction here between the meaning of the question of whether it is wise to give false freedom and the question of whether this is appropriate.	[80, 90, 100]	90.0	[0.4936093960423005, 0.8076784817801723, 0.8241835542857531]	0.7084904773694086	-0.4842150211334228	0.837265857520181
30	Seega, mõnda aega näis, justkui oleks võimalik jõuda rahumeelsele lahendusele.	So for some time it seemed as if it was possible to reach a peaceful solution.	[100, 79, 96]	91.66666666666667	[1.0991035183644302, 0.44997912719119615, 1.156671913144946]	0.9019181862335244	-0.3666897118091583	0.8840342419118364
31	Margnast ja Ahvenast saavad lähedased äripartnerid ning Ahven pakub Margnale välja suusakuurordi idee.	Margna and Ahvena will become close business partners, and Ahven offers Margale Margale the idea of a ski resort.	[75, 84, 80]	79.66666666666667	[0.014618096141847111, 0.6681304714467177, 0.4903786678134342]	0.3910424118006663	-0.4277306199073791	0.760510912522429
32	Kui palju see puudutab kogu ettevõtmise loogilist kuju?	How much does this concern the logical form of the whole undertaking?	[100, 100, 97]	99.0	[1.5148636130151623, 1.1249782957469103, 1.198905646365287]	1.2795825183757863	-0.3334789872169494	0.975348721933183
33	See on igaveste olendite androgüüne viisik ehk igaveste olendite kümnendik, kes on Isa.	It is an eternal, data-type visa of creatures, or a tenth of eternal creatures, that is Isa.	[29, 37, 33]	33.0	[-1.0164676786809514, -1.1703670881336952, -0.7373109476819113]	-0.9747152381655194	-0.5464446544647217	0.4302879101689516
34	Hiinas Hongkongis tühjendas politsei demokraatlikke valimisi nõudvatest meeleavaldajatest Mong Koki piirkonna.	In Hong Kong, China, the police empty the protesters calling for democratic elections in the Mong Koki region.	[55, 79, 67]	67.0	[-0.5219469148485164, 0.44997912719119615, 0.07788890965667469]	0.0019737073331181	-0.263379693031311	0.6664389988749144
35	Üleminek üldarusaadavalt kõlbeliselt mõtteteaduselt kommete metafüüsikale	Moving from common sense to metaphysical compact science	[68, 84, 76]	76.0	[0.2920510649205147, 0.6681304714467177, 0.30298769509747125]	0.4210564104882345	-0.5423892736434937	0.7677679194734701
36	See on kooskõlas moraalse tavaarusaamaga, et petmine ei ole moraalselt vastuvõetav.	This is in line with the moral common understanding that fraud is not morally acceptable.	[84, 98, 100]	94.0	[0.6681304714467177, 1.027056832443855, 0.9230496311961767]	0.8727456450289163	-0.3450576364994049	0.8769806887846732
37	Esimene stseen kohe, kus on kohtumine Daniliga ja teiste poistega, on viide eesti keeles aastal 2012 ilmunud.	The first scene, where there will be a meeting with Danes and other boys, has appeared in the following language in 2012.	[69, 76, 83]	76.0	[-0.2413477505868195, 0.23454328731752536, 0.6245002025956135]	0.2058985797754397	-0.5053675770759583	0.7157454652411255
38	Venemaal Barnaulis avas opositsiooniliider Aleksei Navalnõi oma valimiskampaania kohaliku peakorteri.	In Barang, Russia, the leader of the opposition, Mr Navalny, opened his election campaign local headquarters.	[100, 78, 89]	89.0	[1.0991035183644302, 0.4063488583400919, 0.7759485003834985]	0.7604669590293401	-0.5108531713485718	0.8498331163057627
39	Kategooriatevaheline erinevus on metafüüsiline, mitte loogikaline teema.	Differences between categories are a physical subject, not a logic.	[66, 52, 80]	66.0	[0.07523855193204053, -0.31935520912680904, 0.4949620887624109]	0.0836151438558808	-0.4700241982936859	0.6861788702098215
40	Hobuste võiduajamised toimusid lihavõttenädala esmaspäeval ja kitsede võistlus kohe järgmisel päeval.	The racing of horses took place on Monday in the Easter Week and next day in the caprine world.	[44, 58, 51]	51.0	[-0.9182036874116812, -0.20768092291338958, -0.7716684006397244]	-0.6325176703215983	-0.4894409477710724	0.5130269731749507
41	Aastal 1944 asutati Njassamaa Aafrika Kongress, mis seadis esialgu oma eesmärgiks aafriklaste esindatuse saavutamise seadusandlikus kogus.	In 1944, the National Congress of Africa was established, which initially set the goal of achieving the representation of Africans in the legislative body.	[100, 90, 84]	91.33333333333333	[1.0991035183644302, 0.548708683221246, 0.6681304714467177]	0.771980891010798	-0.4332869946956634	0.8526170400772349
42	Täielikult alistati Bulgaaria, osaliselt Gruusia ja Armeenia.	Bulgaria, Georgia and Armenia were completely defeated, in part.	[30, 34, 32]	32.0	[-0.5596205535808795, -0.969200476433561, -1.1571705193818427]	-0.8953305164654277	-0.3331476151943207	0.44948213627593964
43	Pakistanis Peshawari linnas lasi ennast mošee lähistel asuva hotelli fuajees õhku enesetaputerrorist.	In the town of Peshawar in Pakistan, a suicide bomber blown up in a hotel near mosque.	[72, 62, 85]	73.0	[0.16410717657114324, -0.0793934275822637, 0.5580489988532433]	0.2142542492807076	-0.4110519587993622	0.7177657609142057
44	Oranje vürst saatis murduvale kaitsele äralõikamise vältimiseks abiks Hannoveri Lünebergi pataljoni.	The Orankon sent the Hannover Lüneberg parlion of aid to avoid cutting off on a breaking defence.	[55, 39, 25]	39.666666666666664	[-0.8386013929537083, -1.0983204022131197, -1.3511032965816678]	-1.0960083639161653	-0.6056686639785767	0.4009607596666588
45	On andmeid, et just nimelt Minose kultuuris võeti navigeerimiseks kasutusele tähed.	There is evidence that it was precisely in Minos' culture that stars were introduced for navigation.	[100, 83, 91]	91.33333333333333	[1.1249782957469103, 0.6245002025956135, 0.7533661484518784]	0.8342815489314673	-0.5167891979217529	0.8676805546822379
46	Algul pooldas ta kontsiiliparteid, mille kavatsust allutada paavst parlamentaarsele kontsiilile ta koos paljude õpetlastega jagas.	At first, he was in favour of a civil party whose intention was to subjugate from the Pope to the parliamentary conspiracy he shared with many scholars.	[28, 29, 29]	28.666666666666668	[-1.4945771747762846, -1.12785038341693, -1.7315343153640192]	-1.451320624519078	-0.4421524405479431	0.31505072908971127
47	Koos peaminister Taavi Rõivasega kohtus ta ka Ukraina presidendi Petro Porošenko ja peaministri Arseni Jatsenjukiga.	Together with Prime Minister Taavi Ryang, he also met with the President of Ukraine, Petro Poroshenko, and Prime Minister Arsen Jatsenkiss.	[61, 81, 58]	66.66666666666667	[-0.30580685708679023, 0.5372396648934048, -0.20768092291338958]	0.0079172949644083	-0.3103378117084503	0.6678760835234274
48	Keha ja vaim on täiesti eraldi asjad, ja vaimu põhjuslik mõju kehale on väljaspool füüsika seadusi.	The body and spirit are completely separate things, and the causal effect of spirit on the body is beyond the laws of physics.	[100, 100, 100]	100.0	[1.4405741423883185, 1.1249782957469103, 1.32209936924058]	1.2958839357919365	-0.3383864164352417	0.9792901993994904
49	Tõsi küll, Bratmani järgi võtab subjekt tähtsatena oma soove, Jollimore'i järgi armastatu väärtuslikke omadusi.	It is true that Bratman puts the subject at the top of his wishes, the loved qualities of Jollimore.	[17, 9, 1]	9.0	[-1.8908339473394493, -2.6041396923861053, -2.016289862523797]	-2.17042116741645	-0.4337927401065826	0.14118127261954977
50	Järelikult pani Friedrich oma armee laagrisse Schweidwitzi juures ja ootas vürst Charlesi saabumist.	Consequently, Friedrich set up his army camp at Schweidwitz and waited for the arrival of the polar Charles.	[68, 81, 58]	69.0	[-0.05364345636477628, 0.5372396648934048, -0.20768092291338958]	0.0919717618717463	-0.3753293454647064	0.6881993952208206
51	Lisaks sellele, et ta oli Toweri esimene vang, oli ta ka esimene Towerist põgeneja.	Not only was he the first prisoner to be a prisoner of mine, but he was also the first to escape.	[75, 83, 79]	79.0	[0.33172876083006514, 0.6245002025956135, 0.45360522473850245]	0.4699447293880603	-0.3668298423290252	0.7795884993893244
52	Ja kui on mõttekas öelda, et miski on häviv, siis on ka mõttekas öelda, et miski on hävimatu.	And when it makes sense to say that something is destroyed, it makes sense to say that something is impossible.	[30, 58, 29]	39.0	[-1.2296651706356005, -0.41488891976357517, -1.12785038341693]	-0.9241348246053686	-0.4830307960510254	0.4425176172670793
53	Newtoni teooria on falsifikatsionisti meelest parem, sest ta pani ikka falsifitseerimisele vastu.	Newton's theory is better, in the opinion of the classical master, because it has still resisted the introduction of classifications.	[45, 45, 44]	44.666666666666664	[-0.8821803444513935, -1.0334500137463503, -0.9938850160982935]	-0.9698384580986792	-0.9014511108398438	0.4314670541814559
54	Traditsioon maalida raekodadesse moraliseerivaid kohtumõistmisteemalisi kompositsioone pärineb Madalmaadest, kus seda praktiseeriti juba 13. sajandil.	The tradition of paint-moralising habits in garages originates from the Netherlands, where it has already been practised in the 13th century.	[32, 25, 18]	25.0	[-1.3504838029351336, -1.3511032965816678, -1.4768801787803418]	-1.3928224260990476	-0.4638155102729797	0.3291948568674397
55	Suurbritannia riigipea Elizabeth II alustas kuuepäevast riigivisiiti Ameerika Ühendriikides.	The British Head of State, Elizabeth II, started a six-day state visit in the United States.	[84, 85, 100]	89.66666666666667	[0.8163818113222999, 0.5587533739601147, 1.5148636130151623]	0.963332932765859	-0.277281254529953	0.898883554298399
56	Järelikult sõlmis Genova vabariik salalepingu Prantsusmaa, Hispaania ja Napoli Bourbonide liitlastega.	Consequently, the Genova Republic signed a secret agreement with the allies of France, Spain and Naples Bourbond.	[100, 81, 100]	93.66666666666667	[0.9996617706525889, 0.4146600021189639, 1.1850259554682334]	0.8664492427465954	-0.2990022301673889	0.8754582979961283
57	Kuna Portugal on Euroopa Liidu liikmesriik, kehtib seal ka Euroopa Liidu õigus.	As Portugal is a Member State of the European Union, EU law also applies there.	[76, 97, 96]	89.66666666666667	[0.3190883206378832, 1.1980287771688547, 0.9161304397840745]	0.8110825125302709	-0.3019300401210785	0.8620713197990942
58	Autorile kõige lähemad vaated on tõenäoliselt Morton Christiansenil, kes samuti räägib keele ja peremehe koevolutsioonist.	The closest views of the author are probably Morton Christiansen, who also talks about the evolution of the family and language.	[49, 38, 60]	49.0	[-0.8589289383419331, -1.1343437451734075, -0.574314160703546]	-0.8558622814062954	-0.4165613055229187	0.4590250585353479
59	Feyerabendi skepsist jagavad uuemad autorid, kellel on sotsioloogiline või postmodernistlik vaatekoht.	According to the Feyerabit scheme, newer authors who have a sociological or post-modern view are shared.	[23, 15, 18]	18.666666666666668	[-1.674693889577723, -1.4140143306622128, -1.4768801787803418]	-1.521862799673426	-0.4192340672016144	0.29799451939351046
60	Eesti president Toomas Hendrik Ilves nimetas Tallinna ringkonnakohtu kohtunikuks Paavo Randma.	The President of Estonia, Toomas Hendrik Ilves, has appointed Pope Randa, Judge at the Tallinn District Court.	[55, 51, 47]	51.0	[-0.5219469148485164, -0.4297907926901062, -0.8698144240265682]	-0.6071840438550636	-0.3361084163188934	0.5191523250574663
61	Kogu hutude eliit oli 1973. aasta keskpaigaks surnud või eksiilis.	By mid-1973, the entire Hutu elite were dead or in exile.	[77, 94, 100]	90.33333333333333	[0.36271858948898755, 1.0739581850971294, 1.1249782957469103]	0.8538850234443425	-0.3678660094738006	0.8724204279755429
62	Fundamentaalseid printsiipe nimetas Lakatos uurimisprogrammi kõvaks tuumaks.	The fundamental principles were described in Lakato as the core of the research programme.	[92, 83, 100]	91.66666666666667	[0.87113844457352, 0.6245002025956135, 1.32209936924058]	0.9392460054699044	-0.3763073980808258	0.893059638577087
63	Aga see ei tähenda, et see oleks eetikamõtlemise enese õige vaatekoht.	But that does not mean that it is the right perspective of ethics itself.	[82, 100, 91]	91.0	[0.5808699337445091, 1.32209936924058, 0.8394084631768461]	0.9141259220539784	-0.4629059433937073	0.8869859187153076
64	Üliõpilased ja ajakirjanikud algatasid sarja intellektuaalseid arutelusid, mis lahkasid Ungarit pitsitavaid probleeme.	Students and journalists launched a series of intellectual debates that solved Hungary's dire problems.	[57, 80, 51]	62.666666666666664	[-0.44990022892794107, 0.4936093960423005, -0.4297907926901062]	-0.1286938751919156	-0.5340650677680969	0.6348452227662792
65	Ähvardati pigem maalt lahkuda kui kuningat teenida.	There was the threat of leaving the country rather than serving the roof.	[53, 67, 60]	60.0	[-0.2811423169988513, 0.11148587755891945, -0.14422096012004196]	-0.1046257998533246	-0.5250677466392517	0.6406645803216815
66	Eestis Tallinnas Kadrioru lossis toimunud pidulikul tseremoonial anti üle Aadu Luukase Sihtasutuse missioonipreemia suuruses üks miljon Eesti krooni.	A million Estonian kroon was awarded the mission prize of the Aadu Lutkas Foundation in Tallinn, Estonia, at the ceremony of the ceremony in Kadrioru Castle.	[98, 89, 80]	89.0	[1.027056832443855, 0.7759485003834985, 0.4936093960423005]	0.7655382429565513	-0.4111008048057556	0.8510592889025423
67	Rasvumus on kasvav probleem, 2008. aastal oli rasvunud täiskasvanuid 24% rahvastikust ja sellega paigutus Portugal maailma riikide seas 69. kohale.	Obesity is a growing problem, with 24% of adults being obese in 2008, and Portugal being 69th among the countries of the world.	[99, 85, 92]	92.0	[1.0630801754041426, 0.711760740297822, 0.87113844457352]	0.8819931200918282	-0.32094606757164	0.8792166118121145
68	See, mis ühes kontekstis on õige, võib olla teises kontekstis väär.	What is right in one context may be wrong in another.	[97, 84, 100]	93.66666666666667	[1.1980287771688547, 0.6681304714467177, 1.1249782957469103]	0.9970458481208274	-0.2411418855190277	0.9070349127234328
69	Krissu ja Laine on pagulaste pärast nii nördinud, et nad ei märka kuulata Evelini uudiseid.	Christianity and Laine are so frustrated about the refugees that they do not notice hearing the news from Evelin.	[59, 60, 84]	67.66666666666667	[-0.3778535430073656, -0.3321751917157582, 0.6681304714467177]	-0.013966087758802	-0.3364298045635223	0.6625849571331138
70	Rootsi teatas, et lõpetab Saudi Araabias aset leidvate inimõiguste rikkumiste tõttu kaitsekoostöö Saudi Araabiaga.	Sweden announced that it would end its defence cooperation with Saudi Arabia on account of human rights violations in Saudi Arabia.	[62, 78, 81]	73.66666666666667	[-0.08076099732669434, 0.4063488583400919, 0.4146600021189639]	0.2467492877107871	-0.3068329095840454	0.7256226520341187
71	Neli tundi kestnud kriisiolukord lõppes kell 15.15, kui mees tulistas iseennast ja toimetati seejärel haiglasse.	The four-hour crisis situation ended at 15.15 when the man shot himself and then taken to hospital.	[78, 84, 100]	87.33333333333333	[0.5102064594545875, 0.6603895448580447, 1.1249782957469103]	0.765191433353181	-0.3347184360027313	0.8509754347074201
72	Pseira, eraldi saarel asunud mitmete kultuspaikadega linn.	Pseira, a city with several gold sites on a separate island.	[45, 40, 49]	44.666666666666664	[-1.0334500137463503, -1.062297059252832, -0.7871006959787512]	-0.9609492563259776	-0.356428325176239	0.43361635123864617
73	Inimtegevuse tagajärjel kandusid uued viirused edasi kohalikele taimedele.	As a result of human activity, new viruses spilled over to local plants.	[82, 84, 100]	88.66666666666667	[0.5776758168102278, 0.6681304714467177, 1.1249782957469103]	0.7902615280012851	-0.3313353955745697	0.857037067914591
74	Venemaa kütusefirma Lukoil teatas, et on otsustanud maha müüa oma varad Leedus ja Lätis.	Russian fuel company Lukoil announced that it had decided to sell off its assets in Lithuania and Latvia.	[80, 100, 100]	93.33333333333333	[0.4936093960423005, 1.32209936924058, 0.9230496311961767]	0.9129194654930192	-0.2551344633102417	0.8866942127103814
75	Tallinna Tehnikaülikoolis toimus Eesti muuseumite aastakonverents.	The annual conference of Estonian museums took place at Tallinn Technical University.	[100, 98, 95]	97.66666666666667	[1.3076476232459238, 1.4384378287592468, 1.1153150491210377]	1.2871335003754028	-0.3525030612945556	0.977174454299897
76	Itaalia kasutas Preisimaa võitu Prantsusmaa vastu ära, võttes Kirikuriigi prantslastelt üle.	Italy abused the victory of Prussia against France by taking over Kiriku from the French people.	[85, 85, 84]	84.66666666666667	[0.5587533739601147, 0.3615382092337807, 0.6681304714467177]	0.5294740182135377	-0.5733791589736938	0.7939819318437596
77	Eesti diplomaatilist esindust ega aukonsulit riigis ei ole.	There is no Estonian diplomatic representation or honorary consul in the country.	[70, 98, 90]	86.0	[0.2817123806819383, 1.027056832443855, 1.132734691735585]	0.8138346349537927	-0.3144848048686981	0.8627367483468035
78	14. detsember 2009 Montenegro peaminister Milo Đukanović.	of 14 December 2009, Prime Minister Milo Đukanović of Montenegro.	[100, 73, 100]	91.0	[1.0991035183644302, 0.4831155255603034, 1.1249782957469103]	0.9023991132238812	-0.2592335343360901	0.8841505240023467
79	Hämmastaval kombel tunduvad need aseained sageli inimeste elule tähendust andvat.	Incredibly, these substitutes often seem to have a bearing on people's lives.	[75, 79, 83]	79.0	[-0.01280273874114997, 0.4586486864167604, 0.6245002025956135]	0.356782050090408	-0.5085131525993347	0.7522271884620455
80	Soomusrongi Rügemendi, kus teenis kuus aastat soomusrongil Kapten Irv.	A Soomusrong Rübig served six years on a Finnish train, Kapten Irv.	[17, 9, 1]	9.0	[-1.8908339473394493, -2.6041396923861053, -2.016289862523797]	-2.17042116741645	-0.4105404317378998	0.14118127261954977
81	Kes seevastu tahab kõike, see ei taha tegelikult midagi ega saavuta midagi.	Whoever, on the other hand, wants everything, does not really want anything and does not achieve anything.	[74, 100, 83]	85.66666666666667	[-0.02804287831293066, 1.0991035183644302, 0.6245002025956135]	0.5651869475490376	-0.4087164998054504	0.8026168684654204
82	Justinianus II püüdis linnaaristokraate murda raskete maksude ja kõrvaliste isikute määramisega administratiivsüsteemi tähtsamatele kohtadele.	Justinianus II tried to break the urban cartocracy by imposing heavy taxes and by-persons on key positions of the administrative system.	[61, 67, 55]	61.0	[0.1474436805872471, 0.07788890965667469, -0.5389595118353006]	-0.1045423071971262	-0.4462328553199768	0.6406847677946237
83	Küprosel ei tunnustanud enam Bütsantsi ülemvõimu asehaldur Isaak Komnenos.	In Cyprus, the deputy mayor of the Butsana, Isaak in the Comoros, was no longer recognised.	[27, 13, 20]	20.0	[-1.5306005177365722, -1.635530085763711, -1.9864497526720966]	-1.7175267853907934	-0.503433108329773	0.25068543141758975
84	Iisrael kinnitas, et maa lõunaosas leiti tuhandetelt surnud kalkunitelt ja kanadelt linnugripi inimestele ohtlikku vormi H5N1.	Israel confirmed that in the south of the earth, thousands of dead fish and chickens were found in H5N1, a dangerous form for people with avian influenza.	[71, 80, 61]	70.66666666666667	[0.05442657251608684, 0.4936093960423005, -0.2908183276918498]	0.0857392136221791	-0.383416086435318	0.6866924435333556
85	Illüüria kaotamise järel 6. sajandil, tõstis Bütsantsi rahvastikus ja eriti sõjaväes armeenlaste osakaalu.	After the loss of secularism in the 6th century, the Butsana population, and in particular the army, increased the share of Armenians.	[20, 29, 25]	24.666666666666668	[-1.5578867884653047, -1.0164676786809514, -1.4109017987699952]	-1.3284187553054172	-0.4559421241283417	0.34476685350431313
