index	original	translation	scores	mean	z_scores	z_mean	model_scores	normalised_z_mean
3767	Tallinna raekoja torni tipus 1530. aastast asuv tuulelipp Vana Toomas on kujunenud üheks Tallinna sümboliks.	The capital of Vana Toomas, at the top of 1530 at the centre of the City Hall House of Tallinn, has become one symbol of Tallinn.	[29, 20, 10]	19.666666666666668	[-1.4585538318159967, -2.124206735023958, -2.446018900578199]	-2.009593155806052	-0.5455520153045654	0.18006746070558433
2036	Ta saatis Vincenzo Pallotti apostolaadile 2. novembril 1985 läkituse.	He sent a threshold on 2 November 1985 to Mr Pallotti's apostostolate.	[82, 83, 80]	81.66666666666667	[0.32308333696517566, 0.6245002025956135, 0.17436773524631535]	0.3739837582690348	-0.4242286682128906	0.7563863448983981
5870	Ägeda võitluse järel, mille käigus langesid nii Lembitu kui liivlaste juht Kaupo, ajas kristlaste vägi eestlased lõpuks põgenema.	Following the struggle, during which the leader of both Lembat and the Lipeach, Kaupo, finally escaped the pro-Christian forces.	[22, 34, 45]	33.666666666666664	[-1.3499602531936468, -1.5133829711084976, -0.952528152074385]	-1.271957125458843	-0.6376071572303772	0.3584185646451353
2272	"Teoses ""Ordinatio"" ütleb Scotus, et esimese arusaamisega haarab aru oma objekti üldisuse mooduse all, saamata aru üldisuse moodusest endast."	In the case of 'Ordinatio', Scotus says that, in its first understanding, the general way of its object is understood, without understanding the general way in which it is made.	[93, 87, 80]	86.66666666666667	[0.8469401176424164, 0.7124885375901508, 0.4936093960423005]	0.6843460170916226	-0.5412920117378235	0.8314280310483086
4715	Pärast mitu tundi kestnud läbirääkimisi alistus mees politseile.	After several hours of negotiations, the man surrendered to the police.	[100, 100, 80]	93.33333333333333	[1.0991035183644302, 1.1249782957469103, 0.4936093960423005]	0.9058970700512136	-0.300968736410141	0.8849962859174663
1823	Venelased kaotasid samuti umbes 4000 meest, umbes 16% oma väest, ja kaks rügemendilippu.	The Russians also lost around 4 000 men, about 16% of their troops, and two rhythms.	[57, 54, 51]	54.0	[-0.44990022892794107, -0.6407775940864116, -0.4297907926901062]	-0.5068228719014862	-0.3882543444633484	0.5434183927035414
781	Lapse ema isik on teadmata, aga Jackson on öelnud, et tema laps on saadud kunstliku viljastamise teel, kasutades surrogaatema ja Jacksoni spermat.	A mother of her child is unknown, but Jackson has said that her child has been obtained through artificial reproduction, using surrogate her and Jackson semen.	[100, 84, 92]	92.0	[1.1249782957469103, 0.6681304714467177, 0.9912444570493123]	0.9281177414143134	-0.3523160517215729	0.8903689644538189
4222	Viimsi vallavolikogu opositsioon esitas vallavolikogu esimehe Aarne Jõgimaa ja vallavanema Haldo Oravase vastu umbusaldusavalduse.	The opposition in the last White Council issued a statement of mistrust against the President of the Municipality, Aarne Jygiland, and Chief Prosecutor Haldo Orava.	[67, 82, 96]	81.66666666666667	[-0.07358409902205552, 0.5776758168102278, 0.9161304397840745]	0.4734073858574155	-0.5012540817260742	0.7804257261223817
678	Maismaa pindala on 743 398 km² ja siseveekogude pindala 9220 km².	The surface area of the land is 743 398 km ² and 9220 km ² of inland waterways.	[80, 91, 86]	85.66666666666667	[0.7537387257263416, 0.9814216926040136, 0.680758556193477]	0.8053063248412774	-0.1969868242740631	0.8606747103487544
6460	Leping on tasuline ja vastastikune, millest tõusetuvad kohustused mõlemale poolele.	The agreement will be cost-effective and mutual, hence the responsibilities on both sides.	[50, 51, 31]	44.0	[-0.08557849913921849, -0.09081751919047204, -0.49006908755709094]	-0.2221550352955938	-0.5849738121032715	0.6122474911016315
3697	Viis auhinda läks alternatiivroki bändile Foo Fighters.	Five prizes went to an alternative to the Foo Fighters.	[40, 46, 52]	46.0	[-1.062297059252832, -0.9898197448952459, -0.3980608112934324]	-0.8167258718138367	-0.436727225780487	0.4684877495752093
211	13. sajandil teravnesid suhted katoliku kiriku ja Portugali monarhide vahel.	In the 13th century, relations between the Catholic Church and the Portuguese monarchs were exacerbated.	[98, 100, 78]	92.0	[1.239385641192763, 1.1249782957469103, 0.4063488583400919]	0.9235709317599218	-0.1903521418571472	0.8892696031321085
4870	Venemaa president Vladimir Putin pidas traditsioonilise aastakõne.	Russian President Vladimir Putin held a traditional annual war.	[26, 12, 33]	23.666666666666668	[-1.5666238606968599, -1.6672600671603848, -1.4488105203612864]	-1.560898149406177	-0.3672080039978027	0.2885562633551963
1734	Tiina satub kummalisse situatsiooni, kui ta Margnale appi läheb.	It will be in a strange situation if she goes to Marger's aid.	[34, 22, 18]	24.666666666666668	[-1.2784371170145583, -1.052918498945368, -1.4768801787803418]	-1.2694119315800894	-0.808091938495636	0.3590339604763316
6908	Itaalias Roomas toimunud Interpoli peaassambleel valiti organisatsiooni uueks presidendiks Prantsusmaa politseiülem Mireille Ballestrazzi.	The General Assembly of Interpol, held in Rome in Rome, was elected new President of the Organisation by Mireille Ballestrazzi, French police officer.	[39, 51, 69]	53.0	[-0.4292568776637186, -0.09081751919047204, 0.5179885193921083]	-0.0006952924873607	-0.3294495940208435	0.665793668325954
565	Põder küsib linnapea Uku Palmilt kaitset Vissi afääri eest, kuid saab eitava vastuse.	The mayor, Uku Pall, asks for protection from the Visas affair, but gets a 'no' answer.	[10, 27, 1]	12.666666666666666	[-1.0500804469520828, -1.3384071475162373, -2.016289862523797]	-1.4682591523307058	-0.4405930936336517	0.3109552063521728
5975	Suguiha ei sisalda armastuse, suhtlemise, emotsionaalse väljenduse ega sigitamise soovi; neist asjust tahab Goldman seksuaalsuse lahti köita.	Smoking does not include a desire for love, communication, emotional expression or transmission; it is about Goldman who wants to unravel sexuality.	[29, 35, 23]	29.0	[-1.7315343153640192, -1.3660967923134697, -1.318230271796973]	-1.471953793158154	-0.5562053918838501	0.31006188872243967
1178	Masturbeerimise mõiste alt jääb välja ainult sigitava loomuga abieluline seks.	Under the concept of mass security, only the aid of the nature that is condensed remains.	[28, 27, 1]	18.666666666666668	[-1.4945771747762846, -1.818794853066228, -2.016289862523797]	-1.7765539634554364	-0.8424533605575562	0.23641340302262354
939	"Juunis 2002 esines Clapton Buckinghami Palees korraldatud kontserdil ""Party at the Palace""."	In June 2002, Claston Buckingham Palace was presented with a 'Party the Palace' group.	[10, 12, 11]	11.0	[-2.400018392911181, -1.6672600671603848, -2.5168791546838967]	-2.194719204918487	-0.3331142663955688	0.1353063131086741
5709	Ta ei eita hinge surematust, kuid leiab, et mõistus ilma ilmutuseta ei saa seda tõestada.	It does not deny the souls of a peripheral state, but considers that common sense cannot prove that.	[15, 1, 8]	8.0	[-2.545040371144819, -2.016289862523797, -2.0271063344269367]	-2.1961455226985174	-0.6577447056770325	0.1349614474294349
6226	Me võime seda külge iseenese jaoks olemise protsessis tähistada piltliku väljendiga tõukumine.	We can celebrate this in the process of being for ourselves by pushing the expression.	[20, 23, 22]	21.666666666666668	[-2.0716779526032685, -1.318230271796973, -2.0369461973217495]	-1.8089514739073305	-0.598456084728241	0.22858009293977868
374	Prantsusmaale kuuluva Guadeloupe'i prefektina astus ametisse Emmanuel Berthier.	Emmanuel Berthier took office as a Prefect of Guadeloupe in France.	[82, 84, 80]	82.0	[0.5538386306067818, 0.6681304714467177, 0.17436773524631535]	0.4654456124332716	-0.2754780054092407	0.7785006695618388
148	Moderntantsu harrastab Norras näiteks Nye Carte Blanche Bergenis.	In Norway, for example, Modernisation is practised by Nye Carte Blanche Bergen.	[35, 29, 23]	29.0	[-1.2424137740542707, -1.0164676786809514, -1.318230271796973]	-1.1923705748440652	-0.2654300928115845	0.377661590442296
872	Samal päeval tõmmati Vaivara vanalt kalmistult välja ka täiendust saanud 47. rügemendi I. pataljon ning suunati rindele Krivasoosse.	On the same day, 47th embryonic element I. pataljon was also thrown out in an old calibre from the ground and put on the front in crisis.	[84, 80, 82]	82.0	[0.5227300309998271, 0.4936093960423005, 0.5538386306067818]	0.5233926858829698	-0.670864999294281	0.7925115422614211
4902	Bütsants ajas aktiivset välispoliitikat, et ajada omavahel tülli naaberrahvad ja seeläbi likvideerida kallaletungi oht keisririigile.	The bureaucrats were pushing for an active foreign policy in order to connect the peoples of neighbouring countries and thereby eliminating the threat of aggression against the State of Emperor.	[28, 49, 45]	40.666666666666664	[-1.3021598218893584, -0.43399388551068224, -0.952528152074385]	-0.8962272864914752	-0.697842538356781	0.44926530857563035
6942	Üle seitsmekümne inimese sai viga, neist viiskümmend kaheksa toimetati haiglatesse.	More than seventy people were injured, of whom fifty-eight were taken to hospitals.	[96, 100, 91]	95.66666666666667	[1.3516219928723274, 1.3522411538815724, 1.101600818152171]	1.2684879883020237	-0.3073353171348572	0.9726662042619479
1587	Malawi piirneb põhjas ja kirdes Tansaaniaga, idas ja lõunas Mosambiigiga ja läänes Sambiaga.	Malawi is being confined in the north and in the north to Tanzania, to eastern and southern Mozambique and to Zambia.	[40, 35, 44]	39.666666666666664	[-1.062297059252832, -1.048428542501206, -0.9938850160982935]	-1.0348702059507773	-0.2869616150856018	0.41574319642049384
940	Ta on ajalooteadus, sest ta näitab, kuidas kujunes inimene.	He is a scientist of history, because he shows how man developed.	[82, 84, 100]	88.66666666666667	[0.827031554711923, 0.6681304714467177, 1.0152560939928115]	0.836806040050484	-0.4878202974796295	0.8682909448468159
5838	Aadel pidi kogunema Varssavi lähedal Wolas, et kuninga valimistel hääletada.	In time it was due to meet in Wolas near Warsaw in order to vote with art in elections.	[20, 19, 18]	19.0	[-1.7827639184585862, -2.167837003875062, -1.4768801787803418]	-1.8091603670379968	-0.4746884703636169	0.22852958521113345
1948	"Sellepärast võib kergesti tunduda, et eesmärke võib saavutada ka ilma ""täpsete"" vahenditeta."	It may therefore easily seem that objectives can also be achieved without 'precise' means.	[100, 100, 81]	93.66666666666667	[1.32209936924058, 1.1249782957469103, 0.5372396648934048]	0.9947724432936316	-0.5220897793769836	0.9064852320625777
5767	Nende väikeste lahknevuste vähendamine moodustaski suure osa Ptolemaiose järgijate normaalteadusest.	Reducing these minor discrepancies is also a major part of normal science among the followers of the Ptolerant regime.	[81, 95, 65]	80.33333333333333	[0.5372396648934048, 1.1153150491210377, -0.3871436867160806]	0.4218036757661206	-0.7619726657867432	0.7679485988082145
200	Husravile tuli Bütsantsi pealetung täieliku üllatusena ning Bütsants võitis ühe lahingu teise järel.	For treatment, the insistence of the Bureau came as a complete surprise, and Butsants won one battle after another.	[22, 18, 20]	20.0	[-1.7107172325380107, -1.4768801787803418, -2.124206735023958]	-1.7706013821141038	-0.5237310528755188	0.23785266223697743
2845	Petšeneegide juhid sisenesid Bulgaaria aadlihierarhiasse; mõned neist said riigis kõrgeid sõjaväelisi või haldusameteid.	The leaders of fraudsters entered the Bulgarian junior hierarchy, some of which became high military or administrative agencies in the country.	[24, 29, 34]	29.0	[-1.2865002904002991, -1.7315343153640192, -1.2784371170145583]	-1.4321572409262924	-0.5166277885437012	0.319684193940095
2529	Iisraeli endine peaminister Ehud Olmert mõisteti süüdi veel ühes korruptsioonisüüdistuses.	Former Israeli Prime Minister Ehud Olmert was convicted of another corruption charge.	[98, 100, 96]	98.0	[1.3742597597318533, 1.1249782957469103, 1.156671913144946]	1.2186366562079034	-0.2090123742818832	0.960612779881826
1050	"Postamendil on kiri ""Viktor Talapihhinile"", samuti metalltahvel tema eluloo ja kangelasteo kirjeldusega."	The mentor has a letter entitled 'Viktor Talasprat', as well as a description of his life house and heroic act on metal.	[81, 82, 82]	81.66666666666667	[0.4146600021189639, 0.5538386306067818, 0.5808699337445091]	0.5164561888234184	-0.5375615358352661	0.7908343846157159
5478	Ameerika Ühendriikide krediidireitinguagentuur Moody's alandas Kreeka krediidireitingu tasemele C, mis on krediidireitingute hierarhia madalaim aste.	The US credit rating agency Moody's downgraded Greece to C, the lowest in the credit rating hierarchy.	[100, 100, 100]	100.0	[1.0991035183644302, 1.1249782957469103, 0.9996617706525889]	1.0745811949213098	-0.24117112159729	0.925781983266737
4513	Sulev Vahtre peab seda kiire tegutsemise juures siiski realistlikuks ja ka kroonik ise on kiirustamist rõhutanud.	However, the girl boasts it to be realistic to act quickly, and the chronicker himself has underlined the haste.	[28, 29, 34]	30.333333333333332	[-0.9467436332444287, -1.12785038341693, -1.407453656337378]	-1.1606825576662456	-0.6491491198539734	0.3853233539852988
4532	Scotus nimetab sõna, mis on mitme asja suhtes ekvivookne, ekvivokantseks, ja vastavaid asju ekvivokaatseteks.	Scotus refers to the word 'equivalent' for a number of things, an exvisidium, and the relevant matters as exvivoctors.	[66, 63, 69]	66.0	[0.21562528066459924, -0.20810459964403286, 0.327817367375638]	0.1117793494654014	-0.6717100739479065	0.6929886204868979
2000	Seejärel sademete hulk pikkamisi väheneb ning maist septembrini ei saja peaaegu üldse.	Subsequently, the number of precipitation falls long, and between May and September, it almost fell at all.	[31, 18, 44]	31.0	[-1.6442737776618106, -1.4768801787803418, -1.0589555032030433]	-1.393369819881732	-0.572841227054596	0.3290625039434842
1229	Ühes äärmuses on üldine võimetus kaalutleda, teises äärmuses on teise kreedo siiras ja võimekas järgimine.	In one extreme extreme extreme, there is a general failure to consider; in the other extreme, there is the sincere and capable following of another credo.	[51, 29, 40]	40.0	[-0.6660402866896673, -1.12785038341693, -1.2516013580018719]	-1.0151640093694898	-0.5531265735626221	0.42050790661648046
4023	Toila vallavolikogu valis uueks vallavanemaks Keskerakonna liikme Tiit Kuusmiku.	Tiit Kuusmik, member of the centre centre party, was elected by the Toila Municipality.	[92, 89, 85]	88.66666666666667	[0.87113844457352, 0.8862818157022393, 0.3615382092337807]	0.7063194898365134	-0.5011941194534302	0.8367409400714649
6815	Evelin ei suuda kuidagi jagada Kristjani elevust fotograafia vastu.	I cannot share the Christian elephant's excitement against photography in any way whatsoever.	[5, 35, 31]	23.666666666666668	[-1.4915355021939918, -0.5620203512139967, -0.49006908755709094]	-0.8478749803216932	-0.3914077579975128	0.4609562873627492
1806	Nauru fosforiiti nimetatakse nauruiidiks, sest tal on omapärane välimus ning ta sisaldab ka fluori.	Nauru phosphorus is called 'skimmed' because she has a particular appearance and includes fluori.	[43, 23, 33]	33.0	[-1.035241880122202, -1.318230271796973, -1.557013239959602]	-1.303495130626259	-0.4468282163143158	0.3507930721173201
6730	Ka oli lääne poole rajatud ilmselt enamjaolt puidust eellinnus, mis oli samuti vallikraavidega ümbritsetud.	The West was also, apparently, built on most of the wood in pre-urban areas, which had also been surrounded by river basins.	[39, 20, 50]	36.333333333333336	[-0.4292568776637186, -1.003773006236051, 0.013959715917508699]	-0.4730233893274203	-0.532392680644989	0.5515906819921121
926	Heinsalu alustab uuel ametikohal tööd 7. aprillil.	The new post will begin on 7 April.	[29, 40, 51]	40.0	[-1.12785038341693, -1.2516013580018719, -0.6663060472858138]	-1.0152525962348715	-0.3841185271739959	0.42048648742790323
4910	Sambia piiril laiub mägine Mafinga lavamaa, Shire jõest idas Shire lavamaa, Malawi edelaosas Kirk Range'i lavamaa.	On the Zambia border, a lavage from Shire river to east Shire, from Kirk Range to Malawi, is extending.	[91, 82, 100]	91.0	[0.774893431721841, 0.5808699337445091, 0.9230496311961767]	0.7596043322208423	-0.4967741072177887	0.8496245440055309
3818	Peale selle vaigistub teiste tähelepanutõmbajate tajumine.	In addition, the perception of other spectators is silenced.	[24, 12, 35]	23.666666666666668	[-1.9496856596195407, -1.6672600671603848, -1.3660967923134697]	-1.6610141730311316	-0.3500332236289978	0.26434946948811255
3463	Otepää ümbruses rüüstatud viis päeva ja tagasi pöördudes peetud 1. juunil Vastseliinast kahe versta kaugusel lahing neile järgnenud sakslastega.	Five days and two verbs away from the Left on 1 June, ravaged around Otepää, returning to the Germans who followed the battle.	[39, 23, 31]	31.0	[-0.9393824814029599, -1.318230271796973, -1.6442737776618106]	-1.300628843620581	-0.4725748896598816	0.3514861042234519
244	See teeb reaktsiooni tõhusamaks ja riskivabamaks võrreldes välissignaalide poolt vallandatud reaktsioonidega.	This will make the response more effective and risk-free than the reactions triggered by external signals.	[98, 77, 100]	91.66666666666667	[1.027056832443855, 0.36271858948898755, 1.1249782957469103]	0.8382512392265843	-0.3069303333759308	0.8686403758098732
2517	2010. aasta rahvaloenduse järgi elas Sambias 13 092 666 inimest.	According to the census of 2010, 13 092 666 people were living in Zambia.	[100, 100, 71]	90.33333333333333	[1.0811424575112913, 0.8241835542857531, -0.2532346940854696]	0.5506971059038582	-0.1388841420412063	0.799113407209453
5981	Otsides vastust küsimusele elu mõttest, luges ta muuhulgas ka Friedrich Nietzsche ja Arthur Schopenhaueri teoseid.	In his answer to the question of life, he read, among other things, the works of Friedrich Nietzsche and Arthur Schhenueri.	[58, 83, 81]	74.0	[-0.4138768859676533, 0.6245002025956135, 0.5363189527863194]	0.2489807564714265	-0.3713234066963196	0.726162193082133
3496	Guineas toimusid kokkupõrked teist nädalat president Lansana Conté vastu meelt avaldavate streikijate ja politseinike vahel.	In Guinea, the second week of clashes took place between strikes and police officers demonstrating against President Lansana Conté.	[100, 91, 81]	90.66666666666667	[0.9996617706525889, 0.8394084631768461, 0.5372396648934048]	0.7921032995742799	-0.2795227468013763	0.8574823850896395
3919	Armastus, mida püütakse praktiseerida inimeste suhtes ning mille kohta käivad mainitud neli uskumust, on koopia armastusest Jumala vastu.	The madness that is being attempted to practise towards people and about which four religions are mentioned is a copy of the love of God.	[28, 21, 25]	24.666666666666668	[-1.4945771747762846, -1.3816902345903206, -1.9060553907684363]	-1.5941076000450138	-0.4628808796405792	0.2805266363589735
4537	Kristjan ja Laine otsustavad jätkuvalt kultuursel või koguni teaduslikul lainel püsida.	Christian and Laine will continue to decide to stay on the cultural, or even scientific, loan.	[49, 29, 39]	39.0	[-0.7871006959787512, -1.12785038341693, -1.2952316268529762]	-1.0700609020828855	-0.336463987827301	0.40723452921153375
6479	Formaalse erinevuse puhul ei eristata mitte asju, vaid formaalsusi, reaalsusi ehk olevusi.	On formal differences, it makes a distinction not between things, but between formalities, realities or assumptions.	[55, 80, 50]	61.666666666666664	[0.0706389456446452, 0.7632376138521665, 0.013959715917508699]	0.2826120918047735	-0.4590603113174438	0.7342938264851818
3784	Johannes Pääsuke jäädvustas vigurlendu 27. ja 28. aprillil Tartus ning dokumentaalkaadreid demonstreeriti 30. aprillil Tartu Illusionis.	On 27 and 28 April the flight was recorded in Tartu and the documentaries were demonstrated on 30 April in Tartu Ilexcluson.	[32, 33, 30]	31.666666666666668	[-1.6006435088107063, -1.314460459974846, -1.697337004628338]	-1.537480324471297	-0.5215209126472473	0.2942183985508335
5491	Norra astus 1397 teiste Põhjamaadega Kalmari uniooni ning pärast selle lagunemist 1450 jäi püsima unioon Taaniga.	Norway joined 1397 fisheries union with the other North States and, following its break-up, 1450 remained a union with Denmark.	[13, 26, 38]	25.666666666666668	[-1.635530085763711, -1.8624251219173322, -0.971935339669399]	-1.4899635157834803	-0.4712375104427337	0.3057073645672677
3514	Nobeli ettevõtteid tekkis üle terve Euroopa, nende toodang kasvas 11 tonnilt 1867. aastal kuni 66 000 tonnini 1895. aastal.	The Nobel companies came from all over Europe, with an increase in production from 11 tonnes in 1867 to 66 000 tonnes in 1859.	[100, 100, 100]	100.0	[0.8975674955625244, 1.3076476232459238, 1.1249782957469103]	1.1100644715184529	-0.4699185192584991	0.9343613927480147
3458	Iraagis Bagdadis ja Basras avaldasid tuhanded inimesed meelt 150 Türgi sõduri paigutamise vastu riigi põhjaossa.	In Iraq in Baghdad and Basra, thousands of people demonstrated against the deployment of 150 Turkish soldiers in the north of the country.	[82, 79, 100]	87.0	[0.827031554711923, 0.5464537850814665, 1.1249782957469103]	0.8328212118467665	-0.2469271719455719	0.8673274635634952
6104	Malawi alal elanud loodususku hõimudele tõid ristiusu 19. sajandi lõpus David Livingstone ja teised lääne misjonärid.	The Armenian natural tribes were brought to Christianity by David Livingstone and other Western missionaries at the end of the 19th century.	[36, 44, 40]	40.0	[-1.2063904310939828, -1.0770802825974546, -0.7788205880535182]	-1.0207637672483183	-0.367068737745285	0.4191539556726618
1020	Parlee kritiseerib positivistliku teaduse androtsentrismi.)	The party criticises the data centralism of positionist science.)	[32, 18, 45]	31.666666666666668	[-1.6006435088107063, -1.4768801787803418, -1.0253280200336006]	-1.367617235874883	-0.4676924645900726	0.33528915448379953
3498	Siin võib eksitada eeldus, et ainuke alternatiiv moraalinõuete aktsepteerimisele on omakasu järgimise ahne lubamine.	The only alternative to accepting moral requirements is the greedy admission of self-interest, which may be misled here.	[65, 69, 60]	64.66666666666667	[-0.21948503504343145, 0.1839805288126773, -0.14422096012004196]	-0.0599084887835987	-0.5534490346908569	0.6514766630649009
1746	Aukonsulina Edmontonis alustas tööd Christine Lepik Robertson.	Mrs Lepik Robertson began work in AuConsulina Edmonton.	[79, 66, 51]	65.33333333333333	[0.3627318492546081, 0.034191330126668154, -0.46847133247114325]	-0.023849384363289	-0.2915257215499878	0.6601953004630857
1631	Ka ei tehtud sealseid sambaid mitte kivist, vaid puust.	Also, the pillars were made there, not from the stone, but from the wood.	[50, 51, 39]	46.666666666666664	[-0.702063629649955, -0.4297907926901062, -1.2006693362178358]	-0.777507919519299	-0.591040313243866	0.4779701566136603
5418	Pärast pressikonverentsi sõitsid Turgenevi väljaku juures kaks autot suursaadiku autole ette ning peatasid selle.	After the press conference, two cars were on the motorway of a big ambassador at the Turgenyev Square and stopped it.	[40, 41, 42]	41.0	[-1.062297059252832, -1.2079710891507676, -1.3931940608658193]	-1.221154069756473	-0.449459820985794	0.3707021038097762
6582	Siiski ei arvata, et igaüks, kes teda näeb, peaks teda armastama.	However, it does not think that anyone who sees him should love him.	[50, 40, 70]	53.333333333333336	[-0.08557849913921849, -0.41476946620664523, 0.5445163511539294]	0.0147227952693552	-0.3738582134246826	0.66952156780336
4656	Aruka poodniku maksiim on hoida ühtset hinda omakasu eesmärgil.	A wise pop maxim is to keep a single price for self-interest purposes.	[29, 15, 32]	25.333333333333332	[-1.1982517280698368, -1.5720701229703633, -1.1571705193818427]	-1.3091641234740143	-0.4855174124240875	0.3494223810298109
6535	Sokrates ei ütleks, et konsekventsialism mõistab head ja kurja vääriti, vaid et ei mõista seda üldse.	Socrates would not say that consecticialism understands good and evil, but does not understand it at all.	[93, 100, 70]	87.66666666666667	[1.2578915260020094, 1.3522411538815724, 0.5445163511539294]	1.0515496770125037	-0.342491090297699	0.9202132522456864
